YOUR_DECISION	exact_literal	review_priority	suggested_decision	adjudication_note	current_master_path	claude_b1_status	chatgpt_candidate	scanner_occurrences	scanner_model_count	representative_parent_bones	representative_hierarchies	representative_models	claude_reason	chatgpt_original_reason	YOUR_NOTES
INCLUDE	Butt Right_jiggle_root	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			juliet.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	butt root.l	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			chichi.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	butt root.r	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			chichi.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Butt_Left	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	3	3	parent=Butt_Left_jiggle model=felicia.mdl hits=2/3		femshep_schoolgirl.mdl; felicia.mdl; felicia_v2.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=Butt_Left_jiggle model=felicia.mdl hits=2/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	butt_Left_root	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			jodie.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Butt_Right	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	3	3	parent=Butt_Right_jiggle model=felicia.mdl hits=2/3		femshep_schoolgirl.mdl; felicia.mdl; felicia_v2.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=Butt_Right_jiggle model=felicia.mdl hits=2/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	butt_Right_root	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			jodie.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Butt_Tip1_L__Janggle	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=Butt_Tip1_L model=lily_nude.mdl hits=1/1		lily_nude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=Butt_Tip1_L model=lily_nude.mdl hits=1/1); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Butt_Tip1_R__Janggle	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=Butt_Tip1_R model=lily_nude.mdl hits=1/1		lily_nude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=Butt_Tip1_R model=lily_nude.mdl hits=1/1); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	canin_ball_l	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	3			canine_penis.mdl; canine_penis_chadflexes.mdl; canine_penis_chadflexes02.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball)	testicle/scrotal ball bone supported by naming/structural context	
INCLUDE	canin_ball_l2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	3	parent=canin_ball_l model=canine_penis.mdl hits=4/4		canine_penis.mdl; canine_penis_chadflexes.mdl; canine_penis_chadflexes02.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball); structurally confirmed member of an accepted anatomy chain (parent=canin_ball_l model=canine_penis.mdl hits=4/4)	testicle/scrotal ball bone supported by naming/structural context	
INCLUDE	canin_ball_r2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	3	parent=canin_ball_r model=canine_penis.mdl hits=4/4		canine_penis.mdl; canine_penis_chadflexes.mdl; canine_penis_chadflexes02.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball); structurally confirmed member of an accepted anatomy chain (parent=canin_ball_r model=canine_penis.mdl hits=4/4)	testicle/scrotal ball bone supported by naming/structural context	
INCLUDE	CC_Base_L_Breast	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	0	0				explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:breast)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	CC_Base_R_Breast	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	0	0				explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:breast)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	cc_Butt.l	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			stolas.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	cc_Butt.l.001	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=cc_Butt.l model=stolas.mdl hits=1/1		stolas.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=cc_Butt.l model=stolas.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	cc_Butt.l.002	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=cc_Butt.l.001 model=stolas.mdl hits=1/1		stolas.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=cc_Butt.l.001 model=stolas.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	cc_Butt.r	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			stolas.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	cc_Butt.r.001	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=cc_Butt.r model=stolas.mdl hits=1/1		stolas.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=cc_Butt.r model=stolas.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	cc_Butt.r.002	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=cc_Butt.r.001 model=stolas.mdl hits=1/1		stolas.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=cc_Butt.r.001 model=stolas.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	clitoral_glans	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			blake_volume4.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): clitoral,glans); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:glans)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Ball.Left	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock.Balls_2 model=male_hitman_01.mdl hits=2/2		male_hitman_01.mdl; male_hitman_head48.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball,cock); structurally confirmed member of an accepted anatomy chain (parent=Cock.Balls_2 model=male_hitman_01.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Ball.Right	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock.Balls_2 model=male_hitman_01.mdl hits=2/2		male_hitman_01.mdl; male_hitman_head48.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball,cock); structurally confirmed member of an accepted anatomy chain (parent=Cock.Balls_2 model=male_hitman_01.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Balls_1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2			male_hitman_01.mdl; male_hitman_head48.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): balls,cock)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Balls_2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock.Balls_1 model=male_hitman_01.mdl hits=2/2		male_hitman_01.mdl; male_hitman_head48.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): balls,cock); structurally confirmed member of an accepted anatomy chain (parent=Cock.Balls_1 model=male_hitman_01.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	27	27			casual_glasses_antix_sun.mdl; casual_glasses_aviators.mdl; casual_hat_beanie.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_1_Skin	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	27	27	parent=Cock.Shaft_1 model=casual_glasses_antix_sun.mdl hits=27/27		casual_glasses_antix_sun.mdl; casual_glasses_aviators.mdl; casual_hat_beanie.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_1 model=casual_glasses_antix_sun.mdl hits=27/27)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_1 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_1 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_2_Skin	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_2 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_2 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_3	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_2 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_2 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_3_Skin	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_3 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_3 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_4	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_3 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_3 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_4_Skin	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_4 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_4 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_5	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_4 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_4 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_5_Skin	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_5 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_5 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_6	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_5 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_5 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock.Shaft_6_Skin	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	4	4	parent=Cock.Shaft_6 model=male_hitman_01.mdl hits=4/4		male_hitman_01.mdl; male_hitman_head48.mdl; male_outfit_condom.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,shaft); structurally confirmed member of an accepted anatomy chain (parent=Cock.Shaft_6 model=male_hitman_01.mdl hits=4/4)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_01	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_01.001 model=bobbyyalenude.mdl hits=1/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_01.001 model=bobbyyalenude.mdl hits=1/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_01.001	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_02	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_01 model=alstonenude.mdl hits=2/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_01 model=alstonenude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_03	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_07 model=alstonenude.mdl hits=2/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_07 model=alstonenude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_04	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_08 model=alstonenude.mdl hits=2/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_08 model=alstonenude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_05	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_09 model=alstonenude.mdl hits=2/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_09 model=alstonenude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_06	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_05 model=alstonenude.mdl hits=2/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_05 model=alstonenude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_07	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_02 model=alstonenude.mdl hits=2/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_02 model=alstonenude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_08	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_03 model=alstonenude.mdl hits=2/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_03 model=alstonenude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Cock_09	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=Cock_04 model=alstonenude.mdl hits=2/2		alstonenude.mdl; bobbyyalenude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); structurally confirmed member of an accepted anatomy chain (parent=Cock_04 model=alstonenude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	CockBall_L	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	5	5	parent=CockBalls model=iason_nude.mdl hits=5/5		iason_nude.mdl; poseidon_nude.mdl; zeus_nude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball,cock); structurally confirmed member of an accepted anatomy chain (parent=CockBalls model=iason_nude.mdl hits=5/5)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	CockBall_R	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	5	5	parent=CockBalls model=iason_nude.mdl hits=5/5		iason_nude.mdl; poseidon_nude.mdl; zeus_nude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball,cock); structurally confirmed member of an accepted anatomy chain (parent=CockBalls model=iason_nude.mdl hits=5/5)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	CockBalls	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	5	5			iason_nude.mdl; poseidon_nude.mdl; zeus_nude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): balls,cock)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	CockRoot	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1			raven_futa.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:cock)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	donger01_CockRoot	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	16	16			futaprop_dazv5.mdl; male_bsaa_a3.mdl; outfit_arkham_guard.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): cock,donger)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	donger02_chain	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	16	16	parent=donger01_CockRoot model=futaprop_dazv5.mdl hits=15/16		raven_futa.mdl; futaprop_dazv5.mdl; male_bsaa_a3.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): donger); structurally confirmed member of an accepted anatomy chain (parent=donger01_CockRoot model=futaprop_dazv5.mdl hits=15/16)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	donger03_chain	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	15	15	parent=donger02_chain model=raven_futa.mdl hits=15/15		raven_futa.mdl; futaprop_dazv5.mdl; male_bsaa_a3.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): donger); structurally confirmed member of an accepted anatomy chain (parent=donger02_chain model=raven_futa.mdl hits=15/15)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	donger06_chain	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	13	13	parent=donger05_chain model=raven_futa.mdl hits=13/13		raven_futa.mdl; futaprop_dazv5.mdl; male_bsaa_a3.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): donger); structurally confirmed member of an accepted anatomy chain (parent=donger05_chain model=raven_futa.mdl hits=13/13)	explicit sexual/anogenital anatomical BONE name	
