exact_literal	ascii_fold	current_master_path	final_projected_path	provenance	decision_basis	casefold_carryalong	human_review_status
bip_hip_L_01_twist	bip_hip_l_01_twist	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_L_02_twist	bip_hip_l_02_twist	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_L_03_twist	bip_hip_l_03_twist	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_L_Twist	bip_hip_l_twist	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_L_corrector	bip_hip_l_corrector	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_L_twist_01	bip_hip_l_twist_01	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_L_twist_02	bip_hip_l_twist_02	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_L_twist_03	bip_hip_l_twist_03	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_R_01_twist	bip_hip_r_01_twist	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_R_02_twist	bip_hip_r_02_twist	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_R_03_twist	bip_hip_r_03_twist	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_R_Twist	bip_hip_r_twist	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_R_corrector	bip_hip_r_corrector	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_R_twist_01	bip_hip_r_twist_01	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_R_twist_02	bip_hip_r_twist_02	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_R_twist_03	bip_hip_r_twist_03	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_helper_L	bip_hip_helper_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_helper_R	bip_hip_helper_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_hlp_00_L	bip_hip_hlp_00_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_hlp_00_R	bip_hip_hlp_00_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_hlp_01_L	bip_hip_hlp_01_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_hlp_01_R	bip_hip_hlp_01_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_hlp_02_L	bip_hip_hlp_02_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_hlp_02_R	bip_hip_hlp_02_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_l_twist1	bip_hip_l_twist1	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_l_twist2	bip_hip_l_twist2	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_offset_l	bip_hip_offset_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_offset_r	bip_hip_offset_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_r_twist1	bip_hip_r_twist1	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_r_twist2	bip_hip_r_twist2	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_roll_L	bip_hip_roll_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_roll_R	bip_hip_roll_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_root_L	bip_hip_root_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_root_R	bip_hip_root_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_thighs_inner_L	bip_hip_thighs_inner_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_thighs_inner_R	bip_hip_thighs_inner_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_twist1_l	bip_hip_twist1_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_twist1_r	bip_hip_twist1_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_twist2_l	bip_hip_twist2_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_twist2_r	bip_hip_twist2_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_twistA_L	bip_hip_twista_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	Pass 1G-H/I human family review (fold bip_hip_twista_l): HELPERS	NO	HUMAN_APPROVED
bip_hip_twistA_R	bip_hip_twista_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	Pass 1G-H/I human family review (fold bip_hip_twista_r): HELPERS	NO	HUMAN_APPROVED
bip_hip_twistB_L	bip_hip_twistb_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_twistB_R	bip_hip_twistb_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_twistC_L	bip_hip_twistc_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_hip_twistC_R	bip_hip_twistc_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_hip_twist_L	bip_hip_twist_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	Pass 1G-H/I human family review (fold bip_hip_twist_l): HELPERS	NO	HUMAN_APPROVED
bip_hip_twist_R	bip_hip_twist_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	Pass 1G-H/I human family review (fold bip_hip_twist_r): HELPERS	NO	HUMAN_APPROVED
bip_hips_def	bip_hips_def	groupFile/Legs	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"	NO	PREVIOUSLY_SETTLED
bip_hips_twist	bip_hips_twist	groupFile/Legs	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs); no contrary primary"	NO	PREVIOUSLY_SETTLED
bip_hlp_el	bip_hlp_el	groupFile/Arms	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms); no contrary primary"	NO	PREVIOUSLY_SETTLED
bip_hlp_el.001	bip_hlp_el.001	groupFile/Arms	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms); no contrary primary"	NO	PREVIOUSLY_SETTLED
bip_hlp_upper	bip_hlp_upper	groupFile/Arms	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms); no contrary primary"	NO	PREVIOUSLY_SETTLED
bip_hlp_upper.001	bip_hlp_upper.001	groupFile/Arms	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms); no contrary primary"	NO	PREVIOUSLY_SETTLED
bip_indexTwist_0_L	bip_indextwist_0_l	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
bip_indexTwist_0_R	bip_indextwist_0_r	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
bip_indexTwist_1_L	bip_indextwist_1_l	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
bip_indexTwist_1_R	bip_indextwist_1_r	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
bip_indexTwist_2_L	bip_indextwist_2_l	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
bip_indexTwist_2_R	bip_indextwist_2_r	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_0_L	bip_kneetwist_0_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_0_R	bip_kneetwist_0_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_1_L	bip_kneetwist_1_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_1_R	bip_kneetwist_1_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_2_L	bip_kneetwist_2_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_2_R	bip_kneetwist_2_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_3_L	bip_kneetwist_3_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_3_R	bip_kneetwist_3_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_4_L	bip_kneetwist_4_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_4_R	bip_kneetwist_4_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_5_L	bip_kneetwist_5_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_5_R	bip_kneetwist_5_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_6_L	bip_kneetwist_6_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_6_R	bip_kneetwist_6_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_7_L	bip_kneetwist_7_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_7_R	bip_kneetwist_7_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
