origin_population	current_master_path	exact_literal	ascii_fold_key	source_bucket	chatgpt_decision	claude_decision	joint_status	user_decision	final_decision
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-LongStretch-02	eyeballs-longstretch-02	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-LongStretch-03	eyeballs-longstretch-03	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PopOut-L	eyeballs-popout-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PopOut-R	eyeballs-popout-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilBig-L	eyeballs-pupilbig-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilBig-R	eyeballs-pupilbig-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilBigSize-L	eyeballs-pupilbigsize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilBigSize-R	eyeballs-pupilbigsize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilSmall-L	eyeballs-pupilsmall-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilSmall-R	eyeballs-pupilsmall-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilSmallSize-L	eyeballs-pupilsmallsize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilSmallSize-R	eyeballs-pupilsmallsize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilsBig-L	eyeballs-pupilsbig-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilsBig-R	eyeballs-pupilsbig-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilsSmall-L	eyeballs-pupilssmall-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-PupilsSmall-R	eyeballs-pupilssmall-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-ShortSize-L	eyeballs-shortsize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-ShortSize-R	eyeballs-shortsize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-SizeBig-L	eyeballs-sizebig-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-SizeBig-R	eyeballs-sizebig-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-SizeSmall-L	eyeballs-sizesmall-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-SizeSmall-R	eyeballs-sizesmall-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-Small-L	eyeballs-small-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-Small-R	eyeballs-small-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-SmallPupil-L	eyeballs-smallpupil-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-SmallPupil-R	eyeballs-smallpupil-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-SmallSize-L	eyeballs-smallsize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-SmallSize-R	eyeballs-smallsize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-TallSize-L	eyeballs-tallsize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-TallSize-R	eyeballs-tallsize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-ThinSize-L	eyeballs-thinsize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-ThinSize-R	eyeballs-thinsize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-WideSize-L	eyeballs-widesize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyeballs-WideSize-R	eyeballs-widesize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelash Wide	eyelash wide	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyelashDown	eyelashdown	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyelashHideL	eyelashhidel	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyelashOutlineHideL	eyelashoutlinehidel	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes	eyelashes	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Angry-L	eyelashes-angry-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Angry-R	eyelashes-angry-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Blink-Both	eyelashes-blink-both	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Blink-L	eyelashes-blink-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Blink-R	eyelashes-blink-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Happy-L	eyelashes-happy-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Happy-R	eyelashes-happy-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-HappyBlink-L	eyelashes-happyblink-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-HappyBlink-R	eyelashes-happyblink-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-LowerHide	eyelashes-lowerhide	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Neutral-L	eyelashes-neutral-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Neutral-R	eyelashes-neutral-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Sad-L	eyelashes-sad-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Sad-R	eyelashes-sad-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Sleep-Both	eyelashes-sleep-both	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Sleep-L	eyelashes-sleep-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Sleep-R	eyelashes-sleep-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Surprise-Both	eyelashes-surprise-both	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Surprise-L	eyelashes-surprise-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Surprise-R	eyelashes-surprise-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-UpperHide	eyelashes-upperhide	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Wide-L	eyelashes-wide-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelashes-Wide-R	eyelashes-wide-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyelashesBigger	eyelashesbigger	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyelashesCurlUp	eyelashescurlup	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
TRUE_SOURCE_ABSENT	groupFile/Face/Eyes	Eyelashes_Longer	eyelashes_longer	(none -- true source absent)	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelid LHideLash	eyelid lhidelash	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelid RHideLash	eyelid rhidelash	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelid-HideEyelash-L	eyelid-hideeyelash-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelid-HideEyelash-R	eyelid-hideeyelash-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelid-HideLidEyelash-L	eyelid-hidelideyelash-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyelid-HideLidEyelash-R	eyelid-hidelideyelash-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes = =	eyes = =	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes Pupil	eyes pupil	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes Slit	eyes slit	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes ^^	eyes ^^	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes ~ ~	eyes ~ ~	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-Big	eyes-big	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-CircleShape-L	eyes-circleshape-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-CircleShape-R	eyes-circleshape-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-DepthInside-Both	eyes-depthinside-both	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-DotsBoth	eyes-dotsboth	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-FearShape-L	eyes-fearshape-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-FearShape-R	eyes-fearshape-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-Hide-L	eyes-hide-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-Hide-R	eyes-hide-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-HideEyelashes-L	eyes-hideeyelashes-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-HideEyelashes-R	eyes-hideeyelashes-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-HideEyelashesALT-L	eyes-hideeyelashesalt-l	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-HideEyelashesALT-R	eyes-hideeyelashesalt-r	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-IrisBig	eyes-irisbig	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-IrisBig-L	eyes-irisbig-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-IrisBig-R	eyes-irisbig-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-IrisSmall	eyes-irissmall	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-IrisSmall-L	eyes-irissmall-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-IrisSmall-R	eyes-irissmall-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-LOVEShape-L	eyes-loveshape-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-LOVEShape-R	eyes-loveshape-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilBig-L	eyes-pupilbig-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilBig-R	eyes-pupilbig-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilShape-L	eyes-pupilshape-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilShape-R	eyes-pupilshape-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilSmall-L	eyes-pupilsmall-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilSmall-R	eyes-pupilsmall-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsBig-L	eyes-pupilsbig-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsBig-R	eyes-pupilsbig-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsLarge-L	eyes-pupilslarge-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsLarge-R	eyes-pupilslarge-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsLargeSize-L	eyes-pupilslargesize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsLargeSize-R	eyes-pupilslargesize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsSmall-L	eyes-pupilssmall-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsSmall-R	eyes-pupilssmall-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsSmallSize-L	eyes-pupilssmallsize-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-PupilsSmallSize-R	eyes-pupilssmallsize-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-RemoveEyelashes-Both	eyes-removeeyelashes-both	groupFile > Face Controls > Eyelashes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-Small	eyes-small	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-Suspect-L	eyes-suspect-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-Suspect-R	eyes-suspect-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-ZoomFront	eyes-zoomfront	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-ZoomIn	eyes-zoomin	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	Eyes-ZoomOut	eyes-zoomout	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesFollowCamera	eyesfollowcamera	groupFile > Face Controls > Eyes	FLEX	BONE	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesIrisHide	eyesirishide	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesPupil-Big-L	eyespupil-big-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesPupil-Big-R	eyespupil-big-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesPupil-Round	eyespupil-round	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesPupil-ShapeCircle-L	eyespupil-shapecircle-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesPupil-ShapeCircle-R	eyespupil-shapecircle-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesPupil-Small-L	eyespupil-small-l	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesPupil-Small-R	eyespupil-small-r	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesPupil-Snake	eyespupil-snake	groupFile > Face Controls > Eyes	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesRotateDown	eyesrotatedown	groupFile > Face Controls > Eyes	FLEX	BONE	DISAGREEMENT	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesRotateUp	eyesrotateup	groupFile > Face Controls > Eyes	FLEX	BONE	DISAGREEMENT	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesScale	eyesscale	groupFile > Face Controls > Eyes	FLEX	UNCLEAR	DISAGREEMENT	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Eyes	EyesSmall	eyessmall	groupFile > Face Controls > Eyes ;; groupFile > Face Controls > Upper Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
TRUE_SOURCE_ABSENT	groupFile/Face/Eyes	EyesSquintL	eyessquintl	(none -- true source absent)	FLEX	FLEX	CONSENSUS_FLEX		FLEX
TRUE_SOURCE_ABSENT	groupFile/Face/Eyes	EyesSquintR	eyessquintr	(none -- true source absent)	FLEX	FLEX	CONSENSUS_FLEX		FLEX
