exact_literal	ascii_fold_key	current_master_path	human_decision	current_status	ascii_family_status	source_review_row	review_priority	suggested_decision	claude_b1_status	adjudication_note
PBG-Rig-Breast-L	pbg-rig-breast-l	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
PBG-Rig-Breast-R	pbg-rig-breast-r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
PBG-Rig-BreastHuge-L1	pbg-rig-breasthuge-l1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
PBG-Rig-BreastHuge-L2	pbg-rig-breasthuge-l2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
PBG-Rig-BreastHuge-R1	pbg-rig-breasthuge-r1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
PBG-Rig-BreastHuge-R2	pbg-rig-breasthuge-r2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
PenisTip	penistip	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Penis_05Rim_T	penis_05rim_t	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Penis_06.002	penis_06.002	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Penis_06.003	penis_06.003	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Penis_06.004	penis_06.004	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
PussParent.002_L.007	pussparent.002_l.007	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_L.008	pussparent.002_l.008	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_L.009	pussparent.002_l.009	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_L.010	pussparent.002_l.010	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_L.011	pussparent.002_l.011	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_L.012	pussparent.002_l.012	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_L.014	pussparent.002_l.014	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_L.016	pussparent.002_l.016	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_L.017	pussparent.002_l.017	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.007	pussparent.002_r.007	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.008	pussparent.002_r.008	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.009	pussparent.002_r.009	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.010	pussparent.002_r.010	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.011	pussparent.002_r.011	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.012	pussparent.002_r.012	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.014	pussparent.002_r.014	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.016	pussparent.002_r.016	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.002_R.017	pussparent.002_r.017	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.006	pussparent.006	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
PussParent.007	pussparent.007	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
Pussy_left	pussy_left	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Pussy_right	pussy_right	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Qwn-Rig-Breast-L1	qwn-rig-breast-l1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Qwn-Rig-Breast-L2	qwn-rig-breast-l2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Qwn-Rig-Breast-R1	qwn-rig-breast-r1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Qwn-Rig-Breast-R2	qwn-rig-breast-r2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
R_Butt_Butt	r_butt_butt	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_Butt_bottem	r_butt_bottem	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_Butt_left	r_butt_left	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_Butt_right	r_butt_right	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R__Butt_Top	r__butt_top	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_breast0	r_breast0	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_breast0_jiggle	r_breast0_jiggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_breast0_jiggle_root	r_breast0_jiggle_root	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_breast1	r_breast1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_breast1_jiggle	r_breast1_jiggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
R_butt_jiggle_root	r_butt_jiggle_root	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
RightBreast	rightbreast	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
RightBreast4_Janggle	rightbreast4_janggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
RightBreast5	rightbreast5	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
RightBreast5_Janggle	rightbreast5_janggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
RightBreast6	rightbreast6	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
RightBreast6_Janggle	rightbreast6_janggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
RightBreast7	rightbreast7	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
RightBreast7_Janggle	rightbreast7_janggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Right_Butt	right_butt	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Right_Small_Labia3	right_small_labia3	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Right_Small_Labia4	right_small_labia4	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Ruby_lf_breast_a_jnt	ruby_lf_breast_a_jnt	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Ruby_lf_breast_b_jnt	ruby_lf_breast_b_jnt	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Ruby_rt_breast_a_jnt	ruby_rt_breast_a_jnt	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Ruby_rt_breast_b_jnt	ruby_rt_breast_b_jnt	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Shaft	shaft	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	INCLUDE_SEXUAL_BONES	kp0988/props/onahole.mdl; prop/sex-toy shaft rather than character anatomy.
TESTICLES L	testicles l	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
TESTICLES R	testicles r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
TESTICLES ROOT	testicles root	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
TailToAnus.Supp	tailtoanus.supp	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — UNKNOWN	HUMAN_REVIEW	HUMAN_REVIEW	Anus-related support/helper name, but no Scanner occurrence/hierarchy evidence in attached sources.
TopAss	topass	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Vag_Back_Jnt.001	vag_back_jnt.001	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Vag_Front_Jnt.001	vag_front_jnt.001	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Vag_L.001	vag_l.001	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Vag_Out_Jnt.001	vag_out_jnt.001	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Vag_R.001	vag_r.001	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Vagina Down	vagina down	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
ValveBiped.Bip01_Dinkie_Knot	valvebiped.bip01_dinkie_knot	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
ValveBiped.Bip01_Dinkie_Slit_B	valvebiped.bip01_dinkie_slit_b	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
ValveBiped.Bip01_Dinkie_Slit_F	valvebiped.bip01_dinkie_slit_f	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
ValveBiped.Bip01_Dinkie_Slit_L	valvebiped.bip01_dinkie_slit_l	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
ValveBiped.Bip01_Dinkie_Slit_R	valvebiped.bip01_dinkie_slit_r	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.
ValveBiped.Bip01_L_BreastHelper	valvebiped.bip01_l_breasthelper	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
ValveBiped.Bip01_L_Butt0_JiggleRoot	valvebiped.bip01_l_butt0_jiggleroot	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
ValveBiped.Bip01_L_ButtHelper	valvebiped.bip01_l_butthelper	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
ValveBiped.Bip01_L_Nipples	valvebiped.bip01_l_nipples	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
ValveBiped.Bip01_L_Testicle0	valvebiped.bip01_l_testicle0	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
