exact_literal	fold_key	family_size	scanner_occurrence_count	source_model_count	representative_source_models	scanner_lines	literal_length	contains_digits	numeric_suffix	lr_marker	separator_structure	very_short	repeated_internal_token	technical_marker_tokens	leading_token_heuristic
Key.White_32	key.white_32	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15966	12	True	True	False	underscore+dot	False	False		Key
Key.White_33	key.white_33	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15967	12	True	True	False	underscore+dot	False	False		Key
Key.White_34	key.white_34	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15968	12	True	True	False	underscore+dot	False	False		Key
Key.White_35	key.white_35	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15969	12	True	True	False	underscore+dot	False	False		Key
Key.White_36	key.white_36	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15970	12	True	True	False	underscore+dot	False	False		Key
Key.White_37	key.white_37	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15971	12	True	True	False	underscore+dot	False	False		Key
Key.White_38	key.white_38	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15972	12	True	True	False	underscore+dot	False	False		Key
Key.White_39	key.white_39	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15973	12	True	True	False	underscore+dot	False	False		Key
Key.White_4	key.white_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15974	11	True	True	False	underscore+dot	False	False		Key
Key.White_40	key.white_40	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15975	12	True	True	False	underscore+dot	False	False		Key
Key.White_41	key.white_41	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15976	12	True	True	False	underscore+dot	False	False		Key
Key.White_42	key.white_42	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15977	12	True	True	False	underscore+dot	False	False		Key
Key.White_43	key.white_43	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15978	12	True	True	False	underscore+dot	False	False		Key
Key.White_44	key.white_44	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15979	12	True	True	False	underscore+dot	False	False		Key
Key.White_45	key.white_45	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15980	12	True	True	False	underscore+dot	False	False		Key
Key.White_46	key.white_46	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15981	12	True	True	False	underscore+dot	False	False		Key
Key.White_47	key.white_47	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15982	12	True	True	False	underscore+dot	False	False		Key
Key.White_48	key.white_48	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15983	12	True	True	False	underscore+dot	False	False		Key
Key.White_49	key.white_49	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15984	12	True	True	False	underscore+dot	False	False		Key
Key.White_5	key.white_5	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15985	11	True	True	False	underscore+dot	False	False		Key
Key.White_50	key.white_50	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15986	12	True	True	False	underscore+dot	False	False		Key
Key.White_51	key.white_51	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15987	12	True	True	False	underscore+dot	False	False		Key
Key.White_52	key.white_52	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15988	12	True	True	False	underscore+dot	False	False		Key
Key.White_53	key.white_53	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15989	12	True	True	False	underscore+dot	False	False		Key
Key.White_54	key.white_54	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15990	12	True	True	False	underscore+dot	False	False		Key
Key.White_55	key.white_55	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15991	12	True	True	False	underscore+dot	False	False		Key
Key.White_56	key.white_56	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15992	12	True	True	False	underscore+dot	False	False		Key
Key.White_57	key.white_57	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15993	12	True	True	False	underscore+dot	False	False		Key
Key.White_58	key.white_58	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15994	12	True	True	False	underscore+dot	False	False		Key
Key.White_59	key.white_59	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15995	12	True	True	False	underscore+dot	False	False		Key
Key.White_6	key.white_6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15996	11	True	True	False	underscore+dot	False	False		Key
Key.White_60	key.white_60	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15997	12	True	True	False	underscore+dot	False	False		Key
Key.White_7	key.white_7	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15998	11	True	True	False	underscore+dot	False	False		Key
Key.White_8	key.white_8	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	15999	11	True	True	False	underscore+dot	False	False		Key
Key.White_9	key.white_9	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16000	11	True	True	False	underscore+dot	False	False		Key
Key.X	key.x	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16001	5	False	False	False	dot	False	False		Key
Key.Y	key.y	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16002	5	False	False	False	dot	False	False		Key
Key.Z	key.z	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16003	5	False	False	False	dot	False	False		Key
Keyboard	keyboard	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16004	8	False	False	False	none	False	False		Keyboard
Keychain.Chain_1	keychain.chain_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16005	16	True	True	False	underscore+dot	False	False		Keychain
Keychain.Chain_2	keychain.chain_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16006	16	True	True	False	underscore+dot	False	False		Keychain
Keychain.Chain_3	keychain.chain_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16007	16	True	True	False	underscore+dot	False	False		Keychain
Keychain.Chain_4	keychain.chain_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16008	16	True	True	False	underscore+dot	False	False		Keychain
Keychain.Chain_5	keychain.chain_5	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16009	16	True	True	False	underscore+dot	False	False		Keychain
Keychain.Chain_6	keychain.chain_6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16010	16	True	True	False	underscore+dot	False	False		Keychain
Keychain.Chain_7	keychain.chain_7	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16011	16	True	True	False	underscore+dot	False	False		Keychain
Keychain.Chain_8	keychain.chain_8	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16012	16	True	True	False	underscore+dot	False	False		Keychain
Keychain.Chain_8_jiggle	keychain.chain_8_jiggle	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16013	23	True	False	False	underscore+dot	False	False	jiggle	Keychain
Keychain.Key_1	keychain.key_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16014	14	True	True	False	underscore+dot	False	False		Keychain
Keychain.Key_1_jiggle	keychain.key_1_jiggle	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16015	21	True	False	False	underscore+dot	False	False	jiggle	Keychain
Keychain.Key_2	keychain.key_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16016	14	True	True	False	underscore+dot	False	False		Keychain
Keychain.Key_2_jiggle	keychain.key_2_jiggle	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16017	21	True	False	False	underscore+dot	False	False	jiggle	Keychain
KickHighInner	kickhighinner	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16018	13	False	False	False	none	False	False		KickHighInner
KickHighOutter	kickhighoutter	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16019	14	False	False	False	none	False	False		KickHighOutter
KickLowMid	kicklowmid	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16020	10	False	False	False	none	False	False		KickLowMid
KickLowOut	kicklowout	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16021	10	False	False	False	none	False	False		KickLowOut
KickLowOutter	kicklowoutter	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16022	13	False	False	False	none	False	False		KickLowOutter
KickMidInner	kickmidinner	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16023	12	False	False	False	none	False	False		KickMidInner
KickMidMid	kickmidmid	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16024	10	False	False	False	none	False	False		KickMidMid
KickMidOutter	kickmidoutter	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16025	13	False	False	False	none	False	False		KickMidOutter
Kio_04	kio_04	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16026	6	True	True	False	underscore	False	False		Kio
Kissu	kissu	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16027	5	False	False	False	none	False	False		Kissu
KissuBlink	kissublink	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16028	10	False	False	False	none	False	False		KissuBlink
kitty_open	kitty_open	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	3951	10	False	False	False	underscore	False	False		kitty
knee	knee	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26321	4	False	False	False	none	True	False		knee
Knee Fix.L	knee fix.l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16029	10	False	False	True	space+dot	False	False		Knee
Knee Fix.R	knee fix.r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16030	10	False	False	True	space+dot	False	False		Knee
Knee Smooth	knee smooth	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5316	11	False	False	False	space	False	False		Knee
knee01	knee01	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26322	6	True	True	False	none	False	False		knee
knee02	knee02	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26323	6	True	True	False	none	False	False		knee
knee03	knee03	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26324	6	True	True	False	none	False	False		knee
knee_twist_l	knee_twist_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	3954	12	False	False	True	underscore	False	False	twist	knee
knee_twist_r	knee_twist_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	3955	12	False	False	True	underscore	False	False	twist	knee
KneeFix	kneefix	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16033	7	False	False	False	none	False	False		KneeFix
Kneefix	kneefix	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16035	7	False	False	False	none	False	False		Kneefix
Kneesshrink	kneesshrink	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16036	11	False	False	False	none	False	False		Kneesshrink
KneeThicc	kneethicc	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16034	9	False	False	False	none	False	False		KneeThicc
Knife Root	knife root	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16037	10	False	False	False	space	False	False	root	Knife
Knob_Band	knob_band	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16038	9	False	False	False	underscore	False	False		Knob
Knob_Load	knob_load	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16039	9	False	False	False	underscore	False	False		Knob
Knob_Plate	knob_plate	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16040	10	False	False	False	underscore	False	False		Knob
knot_big	knot_big	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26325	8	False	False	False	underscore	False	False		knot
knot_small	knot_small	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26326	10	False	False	False	underscore	False	False		knot
KnotAdjustBig	knotadjustbig	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5317	13	False	False	False	none	False	False		KnotAdjustBig
KnotAdjustSmall	knotadjustsmall	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5318	15	False	False	False	none	False	False		KnotAdjustSmall
KnotLarge0	knotlarge0	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16041	10	True	True	False	none	False	False		KnotLarge
KnotLarge1	knotlarge1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16042	10	True	True	False	none	False	False		KnotLarge
KnotLarge2	knotlarge2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16043	10	True	True	False	none	False	False		KnotLarge
KnotLarge3	knotlarge3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16044	10	True	True	False	none	False	False		KnotLarge
KnotMedium0	knotmedium0	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16045	11	True	True	False	none	False	False		KnotMedium
KnotMedium1	knotmedium1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16046	11	True	True	False	none	False	False		KnotMedium
KnotMedium2	knotmedium2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16047	11	True	True	False	none	False	False		KnotMedium
KnotMedium3	knotmedium3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16048	11	True	True	False	none	False	False		KnotMedium
KnotSmall0	knotsmall0	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16050	10	True	True	False	none	False	False		KnotSmall
KnotSmall1	knotsmall1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16051	10	True	True	False	none	False	False		KnotSmall
KnotSmall2	knotsmall2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16052	10	True	True	False	none	False	False		KnotSmall
KnotSmall3	knotsmall3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16053	10	True	True	False	none	False	False		KnotSmall
kondishn	kondishn	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26327	8	False	False	False	none	False	False		kondishn
koshi_d__offset	koshi_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26328	15	False	False	False	underscore	False	False	offset	koshi
koshiplus_d__offset	koshiplus_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26329	19	False	False	False	underscore	False	False	offset	koshiplus
kubi_d__offset	kubi_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26330	14	False	False	False	underscore	False	False	offset	kubi
KubLariBiped_Balls	kublaribiped_balls	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16054	18	False	False	False	underscore	False	False		KubLariBiped
KubLariBiped_Penis_R1	kublaribiped_penis_r1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16055	21	True	True	False	underscore	False	False		KubLariBiped
KubLariBiped_Penis_R2	kublaribiped_penis_r2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16056	21	True	True	False	underscore	False	False		KubLariBiped
KubLariBiped_Penis_R3	kublaribiped_penis_r3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16057	21	True	True	False	underscore	False	False		KubLariBiped
KubLariBiped_Penis_R4	kublaribiped_penis_r4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16058	21	True	True	False	underscore	False	False		KubLariBiped
KubLariBiped_Penis_R5	kublaribiped_penis_r5	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16059	21	True	True	False	underscore	False	False		KubLariBiped
KubLariBiped_Penis_R6	kublaribiped_penis_r6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16060	21	True	True	False	underscore	False	False		KubLariBiped
Kunai	kunai	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16061	5	False	False	False	none	False	False		Kunai
Kunai_Tassel_1	kunai_tassel_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16062	14	True	True	False	underscore	False	False		Kunai
Kunai_Tassel_2	kunai_tassel_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16063	14	True	True	False	underscore	False	False		Kunai
Kunai_Tassel_3	kunai_tassel_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16064	14	True	True	False	underscore	False	False		Kunai
Kunai_Tassel_4	kunai_tassel_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16065	14	True	True	False	underscore	False	False		Kunai
kunoichidvd	kunoichidvd	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26331	11	False	False	False	none	False	False		kunoichidvd
kunoichiposter	kunoichiposter	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26332	14	False	False	False	none	False	False		kunoichiposter
l bearda a phy	l bearda a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26333	14	False	False	True	space	False	False	phy	l
L BeltA a Phy	l belta a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16067	13	False	False	True	space	False	False	phy	L
L BeltA Spo	l belta spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16066	11	False	False	True	space	False	False		L
L BeltB a Phy	l beltb a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16069	13	False	False	True	space	False	False	phy	L
L BeltB Spo	l beltb spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16068	11	False	False	True	space	False	False		L
L BeltC a Phy	l beltc a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16071	13	False	False	True	space	False	False	phy	L
L BeltC Spo	l beltc spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16070	11	False	False	True	space	False	False		L
L BeltD a Phy	l beltd a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16073	13	False	False	True	space	False	False	phy	L
L BeltD Spo	l beltd spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16072	11	False	False	True	space	False	False		L
L bottom lid	l bottom lid	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16096	12	False	False	True	space	False	False		L
l brooch a phy	l brooch a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26334	14	False	False	True	space	False	False	phy	l
L Bust Spo	l bust spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16074	10	False	False	True	space	False	False		L
l bust01 sec root	l bust01 sec root	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26335	17	True	False	True	space	False	False	root	l
l bust02 sec	l bust02 sec	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26336	12	True	False	True	space	False	False		l
l bust03 sec	l bust03 sec	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26337	12	True	False	True	space	False	False		l
l bust04 tip sec	l bust04 tip sec	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26338	16	True	False	True	space	False	False		l
L CalfB Spo	l calfb spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16075	11	False	False	True	space	False	False		L
L CalfF Spo	l calff spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16076	11	False	False	True	space	False	False		L
l collar 01	l collar 01	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26343	11	True	True	True	space	False	False		l
l collar 02	l collar 02	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26344	11	True	True	True	space	False	False		l
L CollarA a Phy	l collara a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16078	15	False	False	True	space	False	False	phy	L
L CollarA Spo	l collara spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16077	13	False	False	True	space	False	False		L
L CollarB a Phy	l collarb a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16080	15	False	False	True	space	False	False	phy	L
l collarb sec root	l collarb sec root	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26345	18	False	False	True	space	False	False	root	l
L CollarB Spo	l collarb spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16079	13	False	False	True	space	False	False		L
l collarb tip sec	l collarb tip sec	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26346	17	False	False	True	space	False	False		l
L CollarC a Phy	l collarc a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5326	15	False	False	True	space	False	False	phy	L
L CollarC Spo	l collarc spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5325	13	False	False	True	space	False	False		L
L Dcor	l dcor	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5327	6	False	False	True	space	False	False		L
L Dcorin	l dcorin	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5328	8	False	False	True	space	False	False		L
L DeltoidA Spo	l deltoida spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16081	14	False	False	True	space	False	False		L
L DeltoidB Spo	l deltoidb spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16082	14	False	False	True	space	False	False		L
L DeltoidC Spo	l deltoidc spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16083	14	False	False	True	space	False	False		L
L Dlid A	l dlid a	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5329	8	False	False	True	space	False	False		L
L Dlid B	l dlid b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5330	8	False	False	True	space	False	False		L
L Dlid C	l dlid c	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5331	8	False	False	True	space	False	False		L
L Dlip A	l dlip a	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5332	8	False	False	True	space	False	False		L
L Dlip B	l dlip b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5333	8	False	False	True	space	False	False		L
L Dlipin A	l dlipin a	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5334	10	False	False	True	space	False	False		L
L Dlipin B	l dlipin b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5335	10	False	False	True	space	False	False		L
L Dlipout A	l dlipout a	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5336	11	False	False	True	space	False	False		L
L Dlipout B	l dlipout b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5337	11	False	False	True	space	False	False		L
l earringa a phy	l earringa a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26347	16	False	False	True	space	False	False	phy	l
L Elbow Spo	l elbow spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16084	11	False	False	True	space	False	False		L
L Eyebag A	l eyebag a	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5338	10	False	False	True	space	False	False		L
L Eyebag B	l eyebag b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5339	10	False	False	True	space	False	False		L
L FemorisA Spo	l femorisa spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16086	14	False	False	True	space	False	False		L
L FemorisB Spo	l femorisb spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16087	14	False	False	True	space	False	False		L
L FemorisC Spo	l femorisc spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16088	14	False	False	True	space	False	False		L
L Fold A	l fold a	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5340	8	False	False	True	space	False	False		L
L Fold B	l fold b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5341	8	False	False	True	space	False	False		L
l footRoll	l footroll	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26349	10	False	False	True	space	False	False		l
L ForearmrollA Spo	l forearmrolla spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16089	18	False	False	True	space	False	False		L
L ForearmrollB Spo	l forearmrollb spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16090	18	False	False	True	space	False	False		L
L ForearmrollC Spo	l forearmrollc spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16091	18	False	False	True	space	False	False		L
L Forehead	l forehead	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5342	10	False	False	True	space	False	False		L
L Glabella	l glabella	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5343	10	False	False	True	space	False	False		L
L Gonion	l gonion	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5344	8	False	False	True	space	False	False		L
l gonion	l gonion	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26350	8	False	False	True	space	False	False		l
L Hip Spo	l hip spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16092	9	False	False	True	space	False	False		L
l index 01	l index 01	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26359	10	True	True	True	space	False	False		l
l index 02	l index 02	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26360	10	True	True	True	space	False	False		l
l index 03	l index 03	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26361	10	True	True	True	space	False	False		l
L Knee Spo	l knee spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16093	10	False	False	True	space	False	False		L
L Laughline A	l laughline a	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5359	13	False	False	True	space	False	False		L
l laughline a	l laughline a	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26362	13	False	False	True	space	False	False		l
L Laughline B	l laughline b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	5360	13	False	False	True	space	False	False		L
l leg string sec root	l leg string sec root	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26363	21	False	False	True	space	False	False	root	l
l leg string tip sec	l leg string tip sec	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26364	20	False	False	True	space	False	False		l
L lower lid	l lower lid	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16099	11	False	False	True	space	False	False		L
l lowerlip 01	l lowerlip 01	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26366	13	True	True	True	space	False	False		l
l lowerlip 02	l lowerlip 02	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26367	13	True	True	True	space	False	False		l
l middle 01	l middle 01	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26368	11	True	True	True	space	False	False		l
l middle 02	l middle 02	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26369	11	True	True	True	space	False	False		l
l middle 03	l middle 03	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26370	11	True	True	True	space	False	False		l
l pinky knuckleRoll	l pinky knuckleroll	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	386	19	False	False	True	space	False	False		l
l ring 01	l ring 01	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26373	9	True	True	True	space	False	False		l
l ring 02	l ring 02	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26374	9	True	True	True	space	False	False		l
l ring 03	l ring 03	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26375	9	True	True	True	space	False	False		l
l shinRoll	l shinroll	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26376	10	False	False	True	space	False	False		l
l shoulder2	l shoulder2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26377	11	True	True	True	space	False	False		l
L ShoulderSub Spo	l shouldersub spo	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	16094	17	False	False	True	space	False	False		L
l sideburn a phy	l sideburn a phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26378	16	False	False	True	space	False	False	phy	l
l sideburn b phy	l sideburn b phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26379	16	False	False	True	space	False	False	phy	l
l sideburn c phy	l sideburn c phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26380	16	False	False	True	space	False	False	phy	l
l sideburn d phy	l sideburn d phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26381	16	False	False	True	space	False	False	phy	l
l sideburn e phy	l sideburn e phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26382	16	False	False	True	space	False	False	phy	l
l sideburn f phy	l sideburn f phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26383	16	False	False	True	space	False	False	phy	l
l sideburn g phy	l sideburn g phy	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	26384	16	False	False	True	space	False	False	phy	l
