fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
bip001-pelvis	Bip001-Pelvis	CLEAR	pelvis	CLEAR	groupFile/Body	High		plain anatomical term	4	1958
bip_belt_r_3	bip_belt_R_3	CLEAR	right belt, segment 3	CLEAR	groupFile/Clothing	High		explicit clothing belt control	4	3512
bip_handles_l	bip_handles_l	PARTIAL	"left ""handles"" -- ambiguous between love-handles (waist fat) and a literal grip/handle object"	NEEDS_CONTEXT		Low	handles has two very different plausible readings with nothing to disambiguate	ambiguous between a body-morph slang term and a literal object	4	21726
bip_l_wing	bip_l_wing	CLEAR	left wing	CLEAR	groupFile/Wings	High		"explicit wing referent despite the heterogeneous ""bip_"" prefix"	4	21882
bip_tentacle.011	Bip_Tentacle.011	CLEAR	tentacle (creature appendage), segment 011	NEEDS_DOCTRINE		High	no dedicated creature-appendage destination is obvious from the word alone	explicit creature-appendage referent	4	10720
bipod	bipod; Bipod	CLEAR	a weapon bipod (support legs)	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit named weapon accessory	4	22182; 4322
bobcut.rear_center_3	Bobcut.Rear_Center_3	CLEAR	Bobcut hairstyle, rear-center, variant 3	CLEAR	groupFile/Hair	High		named hairstyle convention	4	10853
bone.001_r.040	Bone.001_R.040	OPAQUE	generic numbered bone, right	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	4	10979
bone046	Bone046	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	4	1585
bone094	Bone094	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	4	11016
book turnpage9	Book TurnPage9	CLEAR	a book prop, page-turning action, variant 9	NEEDS_DOCTRINE		High	no established Props destination	explicit prop-interaction control	4	11219
canine_tail2	Canine_Tail2	CLEAR	Canine creature tail, segment 2	CLEAR	groupFile/Tail	Medium	the Tail group is already an established non-human-appendage destination, unlike other creature body parts	tail is explicit, and Master already treats Tail as a non-human-appendage home	4	4515
cape1_right51	CAPE1_RIGHT51	CLEAR	cape, variant 1, right, segment 51	CLEAR	groupFile/Clothing	High		plain clothing item	4	11645
cape_10_l	cape_10_L	CLEAR	cape, variant 10, left	CLEAR	groupFile/Clothing	High		plain clothing item	4	22853
ch1	CH1	OPAQUE	ambiguous 2-character-plus-digit code	NOT_APPLICABLE		Low	"could mean ""channel"", ""chapter"", or anything else"	no reliable referent	4	634
cock-head-skinny	cock-head-skinny	CLEAR	"penis head, ""skinny"" shape morph"	CLEAR	groupFile/Body Morphs	High		explicit genital body-morph term	4	23200
cock.shaft_4_skin	Cock.Shaft_4_Skin	CLEAR	penis shaft, segment 4, skin layer	CLEAR	groupFile/Body Morphs	High		explicit genital anatomical term	4	2070
creasetop	CreaseTop	PARTIAL	a skin/cloth crease effect, top position, object unspecified	NEEDS_CONTEXT		Low	crease names a real deformation concept but not which surface it applies to	function word (crease) present, owning surface unclear	4	12437
cup.pivot_left	Cup.Pivot_Left	PARTIAL	"a ""cup"" object's pivot point, left"	NEEDS_CONTEXT		Low	ambiguous between a bra cup (clothing) and a drinking-cup prop	"pivot mechanism is clear, but which kind of ""cup"" is not"	4	12502
dyng w 02	dyng w 02	PARTIAL	"a dynamic-bone-physics control, object unspecified (""w"")"	NEEDS_CONTEXT		Low	w does not resolve to a recognizable body part or object	dynamic-bone function clear, object unclear	4	23641
dyng x 03	dyng x 03	PARTIAL	"a dynamic-bone-physics control, object/axis unspecified (""x"")"	NEEDS_CONTEXT		Low	x does not resolve to a recognizable body part or object	dynamic-bone function clear, object unclear	4	23645
egg.wall_21	Egg.Wall_21	OPAQUE	"an ""egg wall"" hard-surface prop segment"	NOT_APPLICABLE		Low	no specific object class is discernible	generic hard-surface prop naming, no clear referent	4	13130
eyecringe.l	EyeCringe.L	CLEAR	"left eye ""cringe"" expression"	CLEAR	groupFile/Face/Eyes	High		explicit eye-expression control	4	4610
eyeleft1	EyeLeft1	CLEAR	left eye, variant 1	CLEAR	groupFile/Face/Eyes	High		plain eye control	4	13251
eyeleft2	EyeLeft2	CLEAR	left eye, variant 2	CLEAR	groupFile/Face/Eyes	High		plain eye control	4	13252
fa_low_lid_right_center	fa_low_lid_right_center	CLEAR	right lower eyelid, center	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	4	7733
fa_up_lid_right_inner	fa_up_lid_right_inner	CLEAR	right upper eyelid, inner	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	4	7772
fake_wheel_fl	fake_wheel_fl	CLEAR	"a decorative ""fake wheel"" mechanical prop, front-left"	NEEDS_DOCTRINE		Medium	no established Props destination	explicit mechanical/vehicle prop part	4	23990
feather 2b	feather 2b	CLEAR	a feather (creature/costume appendage), variant 2b	NEEDS_CONTEXT		Medium	could belong to a wing, headdress, or costume accessory -- object not specified	appendage referent clear, owning structure unclear	4	24019
flm-rig-eye-lb	Flm-Rig-Eye-LB	CLEAR	"left eye, lower-bottom variant (per-character ""Flm"" rig)"	CLEAR	groupFile/Face/Eyes	Medium		Eye-LB is a clear eye referent despite the rig-code prefix	4	14125
foreskin_right	foreskin_right	CLEAR	right foreskin	CLEAR	groupFile/Body Morphs	High		explicit genital anatomical term	4	24119
fur_gen_bed_single_rich_a_mesh.002	FUR_GEN_Bed_Single_Rich_A_Mesh.002	CLEAR	a bed prop mesh (furniture), variant A	NEEDS_DOCTRINE		High	no established Props/furniture destination	furniture prop mesh, not anatomical	4	13599
fur_gen_pillow_sitting_e_mesh	FUR_GEN_Pillow_Sitting_E_mesh	CLEAR	"a ""pillow, sitting pose"" prop mesh, variant E"	NEEDS_DOCTRINE		High	no established Props/furniture destination	furniture prop mesh, not anatomical	4	13607
g8	G8	OPAQUE	ambiguous 2-character code	NOT_APPLICABLE		Low	no recognizable word content	opaque code	4	14318
gentle_3	gentle_3	OPAQUE	"a ""gentle"" quality applied to an unspecified object/motion"	NOT_APPLICABLE		Low	no object or body part named	adjective with no referent	4	24208
glass_d3_d	glass_d3_d	OPAQUE	"a ""glass"" object of unclear type, variant d3_d"	NOT_APPLICABLE		Low	could mean a drinking glass, window glass, or eyeglass lens with nothing to decide	ambiguous material/object term	4	24224
hand finger right 1a	hand finger right 1a	CLEAR	right hand finger, variant 1a	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger control	4	25558
head back 1	head back 1	CLEAR	head, back position, variant 1	NEEDS_DOCTRINE		Medium	head-region controls could map to a general Body/skull destination or Face/Expressions	head is the clear referent, specific Master category is a doctrine call	4	25587
head cheeck left 4	head cheeck left 4	CLEAR	"head, cheek (misspelled ""cheeck""), left, variant 4"	CLEAR	groupFile/Face/Mid Face	High		"cheeck is a plain misspelling of ""cheek"""	4	25594
hliddroop	HlidDroop	CLEAR	"a drooping eyelid (likely ""half-lid droop"")"	CLEAR	groupFile/Face/Eyes	Medium	"the leading ""H"" is not fully certain to mean ""half"""	"lid + ""droop"" is a clear eyelid action despite the unclear prefix"	4	15465
jacket.neck_right	Jacket.Neck_Right	CLEAR	jacket, neck area, right	CLEAR	groupFile/Clothing	High		explicit clothing control	4	15651
jiggle05	Jiggle05	PARTIAL	a jiggle/secondary-motion bone, object unspecified	NEEDS_CONTEXT		Low	jiggle names a function but not what is jiggling	function word present, no owning object	4	15801
kunai	Kunai	CLEAR	a kunai (throwing-knife weapon prop)	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit named weapon prop	4	16061
l dlip b	L Dlip B	PARTIAL	"a lip-related control, left, exact action (""Dlip"") unclear"	NEEDS_CONTEXT		Low	D prefix does not resolve to a standard direction/action word	lip referent visible, construction unclear	4	5333
l hip spo	L Hip Spo	CLEAR	"left hip, ""spo"" (likely ""spare"")"	CLEAR	groupFile/Body	High		hip is the explicit anatomical referent	4	16092
l string1 tip sec	l string1 tip sec	CLEAR	a string/cord accessory, left, segment 1, tip, secondary physics bone	CLEAR	groupFile/Clothing	Medium		string reads as a clothing drawstring/cord accessory	4	26386
l_horselink	l_horselink	OPAQUE	"an unclear ""horse link"" mechanism, left"	NOT_APPLICABLE		Low	does not confidently resolve to a specific object or function	ambiguous compound term	4	26497
leg back toes right	leg back toes right	CLEAR	right leg, back toes	CLEAR	groupFile/Toes/RightToes	High		explicit toe control	4	26611
leg left knee twist	leg left knee twist	CLEAR	left knee twist bone	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	explicit knee-twist bone	4	8749
leg right boot tassle 6b	leg right boot tassle 6b	CLEAR	"right leg, boot, tassel accessory (misspelled ""tassle""), variant 6b"	CLEAR	groupFile/Clothing	High		boot/tassel are explicit clothing referents	4	26706
leg right thigh ctr 3	leg right thigh ctr 3	CLEAR	right thigh control, variant 3	CLEAR	groupFile/Legs	High		explicit thigh control	4	26726
leg right thigh ctrl 3	leg right thigh ctrl 3	CLEAR	right thigh control, variant 3	CLEAR	groupFile/Legs	High		explicit thigh control	4	8767
lipsbottomforward	lipsbottomforward	CLEAR	"lower lips, ""forward""/protrusion"	CLEAR	groupFile/Face/Lower Face	High		explicit lip control	4	26986
lock1	lock1	OPAQUE	a lock, variant 1 -- could mean a hair lock or a mechanical lock	NOT_APPLICABLE		Low	genuinely ambiguous between a hair-lock and a padlock/mechanism reading	"no way to disambiguate the intended meaning of ""lock"""	4	27013
lower_middle_drop	lower_middle_drop	PARTIAL	"a ""drop"" action, lower-middle position, object unspecified"	NEEDS_CONTEXT		Low	drop names an action but not what drops	action word present, no owning object	4	27032
lowerbottomlips	LowerBottomLips	CLEAR	lower/bottom lips	CLEAR	groupFile/Face/Lower Face	High		"explicit lip control (redundant ""lower""+""bottom"" phrasing)"	4	16737
lowerlidlowerr	LowerLidLowerR	CLEAR	lower eyelid, lower action, right	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	4	2183
lshoulderj	LShoulderJ	CLEAR	left shoulder joint	CLEAR	groupFile/Arms	High		"J reads as ""Joint""; shoulder is explicit"	4	16207
m_head_2	m_head_2	CLEAR	head, variant 2	NEEDS_DOCTRINE		Medium	head-region controls could map to a general Body/skull destination or Face/Expressions; not obvious which	head is the clear referent, specific Master category is a doctrine call	4	27060
nasolabial	Nasolabial	CLEAR	the nasolabial fold (nose-to-mouth crease)	CLEAR	groupFile/Face/Mid Face	Medium	the fold spans both nose and mouth regions, so Mid vs Lower Face is a close call	recognized anatomical/medical term	4	5895
nostril dilator	Nostril dilator	CLEAR	nostril dilator (widening) control	CLEAR	groupFile/Face/Mid Face	High		explicit nostril anatomical/muscular term	4	17204
object24	Object24	OPAQUE	generic auto-numbered mesh/object name	NOT_APPLICABLE		Low	no descriptive content	DCC placeholder name	4	17304
outereye_l	outerEye_L	CLEAR	left outer eye corner	CLEAR	groupFile/Face/Eyes	High		explicit eye control	4	27269
palmlmizin1	PalmLMizin1	PARTIAL	"left palm area, ""Mizin"" qualifier unclear"	NEEDS_CONTEXT		Low	Mizin does not resolve to a recognizable English or common rigging term	palm/left referent visible, qualifier unresolved	4	17470
pb_l_cmy01_bhair_2	pb_L_CMY01_BHair_2	CLEAR	"back hair, left, rig-code ""CMY01"", segment 2"	CLEAR	groupFile/Hair	Medium		BHair = back hair is the clear referent	4	27393
pc_cable_2	pc_cable_2	CLEAR	a computer/PC cable prop, variant 2	NEEDS_DOCTRINE		High	no established Props destination	explicit prop item, not anatomical	4	27426
penis root	penis root	CLEAR	penis, root/base position	CLEAR	groupFile/Body Morphs	High		explicit genital anatomical term	4	4013
pillow	Pillow	CLEAR	a pillow prop	NEEDS_DOCTRINE		High	no established Props/furniture destination	explicit furniture prop	4	17571
position	Position	OPAQUE	"bare word ""Position"", object unspecified"	NOT_APPLICABLE		Low	applies to virtually any object	no anchoring referent	4	2314
protrusion-bottomnude	Protrusion-bottomnude	PARTIAL	"a body ""protrusion"" effect, bottom region, nude (no-clothing) state"	NEEDS_CONTEXT		Low	likely genital-adjacent but the exact body part is not named	protrusion/context suggest a body-morph, exact anatomy unclear	4	17675
r-titty-pull	R-Titty-Pull	CLEAR	"right breast ""pull"" morph (slang ""titty"" = breast)"	CLEAR	groupFile/Body Morphs	High		unambiguous breast-morph slang term	4	17871
right ring finger 3 grip 2	Right ring finger 3 grip 2	CLEAR	right ring finger, joint 3, grip pose 2	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger grip control	4	18251
rup	RUp	OPAQUE	"right + ""up"" -- positional words only, object unspecified"	NOT_APPLICABLE		Low	no object-type word at all	pure positional stack with no referent	4	1271
shell.wall_58	Shell.Wall_58	OPAQUE	"a ""shell wall"" hard-surface prop segment"	NOT_APPLICABLE		Low	no specific object class (architectural? vehicle? weapon?) is discernible	generic hard-surface prop naming, no clear referent	4	18738
shirt-lift-3	Shirt-Lift-3	CLEAR	"a shirt ""lift"" (riding-up) effect, variant 3"	CLEAR	groupFile/Clothing	High		explicit clothing-fit control	4	18768
stock_pos_00	Stock_Pos_00	CLEAR	weapon stock position, variant 00	NEEDS_DOCTRINE		Medium	no established weapon/props destination	weapon-prop positional control	4	1304
surprisel	SurpriseL	PARTIAL	"a ""surprise"" expression, left side, specific facial region unnamed"	NEEDS_CONTEXT		Low	could be an eyebrow raise, eye widen, or whole-face state	emotion word and side marker present, exact facial region missing	4	19444
tailleft2_4	TailLeft2_4	CLEAR	left tail, chain segment 2-4	CLEAR	groupFile/Tail	High		explicit tail chain	4	19543
tears 2 upper	Tears 2 Upper	CLEAR	tears, variant 2, upper	CLEAR	groupFile/Face/Eyes	High		explicit eye/tear control	4	19634
toplid_corner_l	toplid_corner_L	CLEAR	top eyelid corner, left	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	4	29118
unused duplicate duplicate unused.006	unused duplicate duplicate unused.006	PARTIAL	a control explicitly flagged as a duplicate and unused	NOT_APPLICABLE		Medium	the literal is clear about its technical status but names no body part	self-declared duplicate/unused placeholder, no anatomical content	4	29225
unusedbone146	unusedbone146	OPAQUE	generic numbered bone, explicitly unused	NOT_APPLICABLE		Low	no anatomical content beyond the unused marker	self-declared unused generic technical bone	4	29499
valvebiped.bip01_l_ear02	ValveBiped.Bip01_L_Ear02	CLEAR	left ear, segment 02	CLEAR	groupFile/Face/Ears	High		standard ValveBiped ear convention	4	20097
valvebiped.pcube45	ValveBiped.pCube45	OPAQUE	"a generic auto-generated ""pCube"" mesh name"	NOT_APPLICABLE		Low	classic DCC-generated placeholder name	no descriptive content	4	20328
valvebiped.topswitch	ValveBiped.topswitch	OPAQUE	"an unclear ""top switch"" toggle mechanism"	NOT_APPLICABLE		Low	no specific body part or object is named	generic technical switch, no referent	4	20343
vwidth	Vwidth	PARTIAL	"a ""width"" morph for an unspecified object abbreviated ""V"""	NEEDS_CONTEXT		Low	V could mean vagina, V-neck, or something else	"width (a real morph term) is clear, the ""V"" object is ambiguous"	4	6835
wakazashi.tassel_front_8	Wakazashi.Tassel_Front_8	CLEAR	tassel on a wakizashi-sword prop, front, segment 8	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit weapon-accessory component	4	20568
wep_backcap	WEP_BackCap	CLEAR	weapon back-cap component	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit weapon-prop part	4	20424
wep_cylinder_release	WEP_Cylinder_Release	CLEAR	weapon cylinder-release mechanism (e.g. a revolver)	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit weapon-mechanism control	4	20448
anusgrip	AnusGrip	CLEAR	"anus ""grip"" morph"	CLEAR	groupFile/Body Morphs	High		explicit genital anatomical term	5	9577
arm left shoulder 2 adj. 2	arm left shoulder 2 adj. 2	CLEAR	left shoulder adjustment, variant 2	CLEAR	groupFile/Arms	High		explicit shoulder control	5	20823
arm right lower 1	arm right lower 1	CLEAR	right lower arm (forearm), variant 1	CLEAR	groupFile/Arms	High		explicit forearm control	5	6979
arm.left_top	Arm.Left_Top	CLEAR	left arm, top (upper arm) region	CLEAR	groupFile/Arms	High		plain anatomical term	5	9638
armhandsuitraisealtline	ArmHandSuitRaiseAltLine	PARTIAL	an arm/hand pose combined with a suit-raise action, alternate variant	NEEDS_CONTEXT		Low	unclear whether this is primarily a pose (Arms) or a clothing-fit control (Clothing)	multiple referents combine ambiguously	5	4215
bag a 1	bag a 1	CLEAR	a bag accessory, variant a1	CLEAR	groupFile/Clothing	Medium		worn/carried bag accessory	5	21024
beard_1	Beard_1	CLEAR	a beard, variant 1	CLEAR	groupFile/Hair	High		facial hair, consistent with the moustache-in-Hair convention	5	10129
belthat_bone_l_01	beltHat_bone_l_01	PARTIAL	"an unusual combined ""belt hat"" accessory bone, left, variant 01"	NEEDS_CONTEXT		Low	belt hat is not a standard garment term; exact object unclear	clothing/accessory-adjacent referents present but the combined object is unusual	5	7018
bhr43	BhR43	OPAQUE	ambiguous alphanumeric code	NOT_APPLICABLE		Low	no recognizable word content	opaque code	5	10228
bip facelipmiloin	bip facelipmiloin	PARTIAL	"a lip-related control, exact modifier (""miloin"") unclear"	NEEDS_CONTEXT		Low	miloin does not resolve to a standard word	lip referent visible, remainder of the construction unclear	5	21170
bip001 r foretwist	Bip001 R ForeTwist	CLEAR	right forearm twist	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	explicit forearm-twist bone	5	10291
bip001-l-clavicle	Bip001-L-Clavicle	CLEAR	left clavicle	CLEAR	groupFile/Arms	High		plain anatomical term	5	1939
bip01_l_forearm007	Bip01_L_Forearm007	CLEAR	left forearm, numbered sub-bone (likely deformation-corrective)	NEEDS_DOCTRINE		Medium	could be primary Arms anatomy or a Correctives-doctrine bone	numbered forearm bone, primary-vs-corrective role unclear	5	2842
bip01_l_hand007	Bip01_L_Hand007	CLEAR	left hand, numbered sub-bone	NEEDS_DOCTRINE		Medium	could be primary Arms/Carpals anatomy or a Correctives-doctrine bone	numbered hand bone, exact placement unclear	5	2844
bip01_r_thigh013	Bip01_R_Thigh013	CLEAR	right thigh, numbered sub-bone (likely deformation-corrective)	NEEDS_DOCTRINE		Medium	could be primary Legs anatomy or a Correctives-doctrine bone	numbered thigh bone, primary-vs-corrective role unclear	5	4284
bip01_r_upperarm013	Bip01_R_UpperArm013	CLEAR	right upper arm, numbered sub-bone (likely deformation-corrective)	NEEDS_DOCTRINE		Medium	could be primary Arms anatomy or a Correctives-doctrine bone	numbered upper-arm bone, primary-vs-corrective role unclear	5	4288
bip_bobby_l_calftwist	Bip_BOBBY_L_CalfTwist	CLEAR	"left calf twist (per-character ""Bobby"" rig)"	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	explicit calf-twist bone	5	10561
bip_horn_03	bip_horn_03	CLEAR	a horn (creature/appendage), variant 03	NEEDS_DOCTRINE		Medium	no dedicated appendage/creature-part destination is obvious from the word alone	appendage referent clear; correct Master category not self-evident	5	21739
bip_leg.006	Bip_leg.006	CLEAR	leg, numbered	CLEAR	groupFile/Legs	High		plain anatomical term	5	10748
bip_lube.001	bip_lube.001	CLEAR	"a ""lube""/wetness effect, segment .001"	CLEAR	groupFile/Body Morphs	Medium		recognizable adult-content wetness/lubrication term	5	21905
bip_origin	bip_origin	CLEAR	the root/origin transform of the biped skeleton	NEEDS_DOCTRINE		Medium	this is a technical rig-root concept; whether it belongs with Body or a Rig* destination is a doctrine call	recognized rigging term for a skeleton's root bone	5	21921
bip_r_cloth_a_01	bip_r_cloth_a_01	CLEAR	right-side clothing, variant A, segment 01	CLEAR	groupFile/Clothing	High		explicit clothing control	5	7316
bipflm rcalftwist1	BipFlm RCalfTwist1	CLEAR	"right calf twist (per-character ""Flm"" rig), variant 1"	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	explicit calf-twist bone	5	10495
blinklmid1	BlinkLMid1	CLEAR	left eye blink, mid position, variant 1	CLEAR	groupFile/Face/Eyes	High		explicit blink control	5	10771
bobby_bone_necklace_06	BOBBY_Bone_NeckLace_06	CLEAR	"a necklace (per-character ""Bobby"" rig), segment 06"	CLEAR	groupFile/Clothing	High		"explicit jewelry accessory despite the generic ""Bone"" token"	5	9936
bone 1046	bone 1046	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	5	22238
bone forearm01	bone forearm01	CLEAR	forearm, segment 01	CLEAR	groupFile/Arms	High		"forearm is explicit despite the generic ""Bone"" prefix"	5	63
bone-r-upperarm-twist1	Bone-R-UpperArm-Twist1	CLEAR	right upper arm twist, variant 1	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	"upper-arm referent clear despite the generic ""Bone"" prefix"	5	10965
bone009	Bone009	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	5	110
bone077	Bone077	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	5	10998
bone083	Bone083	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	5	11004
bone106	Bone106	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	5	11028
bow left 2h	bow left 2h	CLEAR	bow accessory, left, variant 2h	CLEAR	groupFile/Clothing	High		plain clothing accessory	5	22472
bow right 1b	bow right 1b	CLEAR	bow accessory, right, variant 1b	CLEAR	groupFile/Clothing	High		plain clothing accessory	5	22499
box08	Box08	OPAQUE	generic numbered box prop	NOT_APPLICABLE		Low	no descriptive content beyond a generic prop label	generic numbered box	5	11303
boxbig	BoxBig	CLEAR	a large box prop	NEEDS_DOCTRINE		Medium	no established Props destination	generic but real prop object	5	11322
canine_dog_lbrow	Canine_Dog_LBrow	CLEAR	Canine/dog creature, left eyebrow	NEEDS_DOCTRINE		High	no dedicated creature-anatomy Master destination exists	non-human creature facial feature	5	11870
cape left 2	cape left 2	CLEAR	cape, left, variant 2	CLEAR	groupFile/Clothing	High		plain clothing item	5	22842
cape right 3	cape right 3	CLEAR	cape, right, variant 3	CLEAR	groupFile/Clothing	High		plain clothing item	5	22847
cockwide	CockWide	CLEAR	"penis ""wide"" shape morph"	CLEAR	groupFile/Body Morphs	High		explicit genital body-morph term	5	2946
crow_3.phalanges3_l	Crow_3.Phalanges3_L	CLEAR	Crow creature, left phalanges (wing/foot bone), segment 3	NEEDS_DOCTRINE		High	no dedicated creature-anatomy Master destination exists	non-human creature bone	5	12490
crush-26	crush-26	OPAQUE	"unclear ""crush"" term, numbered"	NOT_APPLICABLE		Low	no anchoring context for what is being crushed or compressed	bare abstract term with no referent	5	23257
dec_gen_wagon_caravan_a_mesh	DEC_GEN_Wagon_Caravan_A_Mesh	CLEAR	a wagon/caravan decoration prop mesh	NEEDS_DOCTRINE		High	no established Props/scenery destination	explicit prop mesh, not anatomical	5	12529
duvetroot	DuvetRoot	CLEAR	root bone of a duvet/blanket prop	NEEDS_DOCTRINE		Medium	no established Props/bedding destination	bedding prop, not anatomical	5	13028
dyng necklace 01	dyng necklace 01	CLEAR	a necklace, dynamic-bone physics, variant 01	CLEAR	groupFile/Clothing	High		explicit jewelry accessory	5	7634
elbowroll l	ELBOWROLL L	CLEAR	left elbow roll (rotation/twist) bone	NEEDS_DOCTRINE		Medium	roll/twist corrective placement is a recurring doctrine question	explicit elbow-roll bone	5	13044
ex_2	Ex_2	OPAQUE	"unclear abbreviation (""Ex""), numbered"	NOT_APPLICABLE		Low	could mean extra, example, exclude, or something else	no reliable referent	5	13167
eye-r-nuetral	Eye-R-Nuetral	CLEAR	"right eye, ""neutral"" pose (obvious misspelling of ""neutral"")"	CLEAR	groupFile/Face/Eyes	High		"nuetral is a plain misspelling of ""neutral"""	5	13227
eyeballs-right	Eyeballs-Right	CLEAR	right eyeball	CLEAR	groupFile/Face/Eyes	High		plain eye control	5	13297
eyeright2	EyeRight2	CLEAR	right eye, variant 2	CLEAR	groupFile/Face/Eyes	High		plain eye control	5	13270
flm-armb-belt-la	Flm-ArmB-Belt-LA	CLEAR	"a belt accessory mounted via an arm-attachment system (per-character ""Flm"" rig), left variant"	CLEAR	groupFile/Clothing	Medium		belt is the clear referent despite the arm-mount rig prefix	5	14080
gag_l_04	Gag_L_04	CLEAR	a gag accessory (worn mouth item), left, variant 04	CLEAR	groupFile/Clothing	Medium		gag is a worn accessory item	5	14324
h3jiggle06	H3Jiggle06	PARTIAL	"a jiggle-physics bone, object abbreviated ""H3"" is unclear"	NEEDS_CONTEXT		Low	H3 does not resolve to a recognizable body part or object	jiggle function clear, object unclear	5	4720
headgear_r.004	Headgear_R.004	CLEAR	headgear (clothing/costume item), right, .004	CLEAR	groupFile/Clothing	High		plain clothing item	5	15412
kargathbladefist_bone42	kargathbladefist_Bone42	OPAQUE	a numbered bone on a specific character's skeleton, no part named	NOT_APPLICABLE		Low	bone42 carries no anatomical specificity	bare numbered technical bone despite a named source character	5	8677
knotmedium2	KnotMedium2	PARTIAL	a medium-sized knot, object unspecified	NEEDS_CONTEXT		Low	could be a hair knot or a rope/clothing knot	knot names a real object type, but not which structure it belongs to	5	16047
l leg string tip sec	l leg string tip sec	CLEAR	left leg, string/cord accessory, tip, secondary physics bone	CLEAR	groupFile/Clothing	Medium		string reads as a clothing drawstring/cord accessory	5	26364
l sideburn e phy	l sideburn e phy	CLEAR	left sideburn, physics-simulated	CLEAR	groupFile/Hair	High		plain hair term	5	26382
l_fin_back_b	l_fin_back_b	CLEAR	left fin (creature appendage), back, variant b	NEEDS_DOCTRINE		High	no dedicated creature-appendage destination is obvious from the word alone	explicit creature-appendage referent	5	8703
l_upperarm_00002	l_upperarm_00002	CLEAR	left upper arm, numbered	CLEAR	groupFile/Arms	Medium		upperarm is a plain anatomical referent	5	26543
leg left footb	leg left footb	CLEAR	left foot (leg context), variant b	CLEAR	groupFile/Legs	Medium		"footb reads as ""foot"" + variant suffix"	5	8745
leg_3.middle	leg_3.middle	CLEAR	leg, instance 3, middle segment	CLEAR	groupFile/Legs	High		leg is the explicit anatomical referent	5	26761
lidubberopenl	LidUbberOpenL	CLEAR	"upper eyelid open, left (likely ""Ubber"" is a misspelling of ""Upper"")"	CLEAR	groupFile/Face/Eyes	Medium	"the ""Ubber"" spelling is not certain to mean ""Upper"""	eyelid-open action is clear even allowing for the likely typo	5	2177
midbrows_raise_l	midbrows_raise_l	CLEAR	mid-eyebrows, raise, left	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow control	5	27086
nostril close right	Nostril Close Right	CLEAR	"right nostril, ""close"" action"	CLEAR	groupFile/Face/Mid Face	High		explicit nostril control	5	17195
object033_009	Object033_009	OPAQUE	generic auto-numbered mesh/object name	NOT_APPLICABLE		Low	no descriptive content	DCC placeholder name	5	6158
opt_acs_year_r8	OPT_acs_year_r8	OPAQUE	"unclear accessory referenced by ""year"", right, segment 8"	NOT_APPLICABLE		Low	year does not resolve to any recognizable object or body part	unclear/possibly mistranscribed token	5	17262
pale face	Pale Face	PARTIAL	"a ""pale"" skin-tone or sickly expression applied to the face"	NEEDS_CONTEXT		Low	could be a Body Morphs skin-color control or a Face/Expressions sickly look	pale+face referents present, which category (color vs expression) is unclear	5	17464
pantsanalopen	PantsAnalOpen	CLEAR	an anus-open state, in the context of pants	CLEAR	groupFile/Body Morphs	Medium		anal open is the dominant genital-morph referent despite the clothing context	5	17506
pantspregnant	PantsPregnant	CLEAR	pants adapted for a pregnant body state	CLEAR	groupFile/Clothing	Medium	could also be read as a Body Morphs pregnancy control that references pants	pants is the literal's leading/primary noun	5	17518
pjcmthighfwd57r	pJCMThighFwd57R	CLEAR	a pose-driven joint-corrective morph (JCM) for the right thigh, forward pose at 57 degrees	NEEDS_DOCTRINE		Medium	JCM is a recognized rigging term for a corrective driven by joint rotation	thigh referent clear, explicitly a corrective by naming convention	5	27342
