fold_key	exact_spellings	old_path	new_path	decision	provenance	short_reason
shoulderleft	ShoulderLeft	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_shoulder_front_helper	l_shoulder_front_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip wristtwisthelper l	bip wristtwisthelper l	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm.right_top	Arm.Right_Top	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_clavicle012	Bip01_L_Clavicle012	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
flm-armb-arm-rh	Flm-ArmB-Arm-RH	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	verified mirrored Flm-ArmB-Arm-L/R lettered family (A-I complete on both sides)
bip01_r_hand002	Bip01_R_Hand002	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
org-palm.03.l	ORG-palm.03.L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm_rotate_r	Arm_Rotate_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_stone_l_foretwist	Bip_STONE_L_ForeTwist	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
org-palm.01.r	ORG-palm.01.R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
rightupperarm	RightUpperArm	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left wrist ctrl	arm left wrist ctrl	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
rightelbow_helper	RightElbow_helper	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01 upperarm.l	Bip01 UpperArm.L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r_upperarm_00003	r_upperarm_00003	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right elbow twist 	arm right elbow twist 	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
opt_hand_left_root	OPT_Hand_Left_Root	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_forearm018	Bip01_R_Forearm018	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
armpit_r	Armpit_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
left_arm_twist3_end	left_arm_twist3_end	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
left arm screw 2	Left arm screw 2	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left shoulder adj b	arm left shoulder adj b	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_l_arm_01_sub	bip_l_arm_01_sub	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r_elbow_twist_c_helper	r_elbow_twist_c_helper	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l forearmrolla spo	L ForearmrollA Spo	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip upperarmtwist1 r	bip upperarmtwist1 r	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm_rotate1_l	Arm_Rotate1_L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
kata_rt_l__prot_x0__offset	kata_rt_l__prot_x0__offset	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left elbow adj. 2	arm left elbow adj. 2	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_scapula_helper	l_scapula_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_bobby_r_uparmtwist	Bip_BOBBY_R_UpArmTwist	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_stone_r_foretwist1	Bip_STONE_R_ForeTwist1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm_twist_r	arm_twist_r	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_hand004	Bip01_L_Hand004	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip armpitringbase l	bip armpitringbase l	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_bicep_helper	l_bicep_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left shoulder adj.	arm left shoulder adj.	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
org-palm.02.l	ORG-palm.02.L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
helper_wrist_l	helper_wrist_L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_hand011	Bip01_L_Hand011	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
adjust_elbowcap_r	adjust_elbowcap_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left lower 2	arm left lower 2	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right shoulder adj.	arm right shoulder adj.	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_tricep_helper	l_tricep_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip armpitbase l	bip armpitbase l	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
valvebiped.r_collar	Valvebiped.R_collar	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_forearm016	Bip01_L_Forearm016	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_forearm013	Bip01_R_Forearm013	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_hand018	Bip01_L_Hand018	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
collarrightmidlower	CollarRightMidLower	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip forearmtwisttop l	bip forearmtwisttop l	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_upperarm017	Bip01_L_UpperArm017	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right elbow adj. 1	arm right elbow adj. 1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_hand_00004	l_hand_00004	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l shoulder2	l shoulder2	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
assist_spine0	Assist_spine0	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine1	Assist_spine1	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine2	Assist_spine2	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine3	Assist_spine3	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine4	Assist_spine4	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine5	Assist_spine5	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine6	Assist_spine6	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine7	Assist_spine7	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine8	Assist_spine8	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
assist_spine9	Assist_spine9	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
bip_hips_def	bip_hips_def	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
bip_hips_twist	bip_hips_twist	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
bip_leg	Bip_Leg+Bip_leg	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
bip_leg_extrabone	bip_leg_extrabone	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
bip_pelvis_hlp	bip_pelvis_hlp	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
body-helper-thighraise	Body-Helper-ThighRaise	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
body-helper-thighsraiseout	Body-Helper-ThighsRaiseOut	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
bodyhelperthighraise	BodyHelperThighRaise	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
bodyhelperthighsraiseout	BodyHelperThighsRaiseOut	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
hip_helper1	hip_helper1	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
hip_helper2	hip_helper2	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
leg back pelvis	leg back pelvis	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper0	Rig_FootHelper0	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper1	Rig_FootHelper1	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper10	Rig_FootHelper10	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper2	Rig_FootHelper2	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper3	Rig_FootHelper3	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper4	Rig_FootHelper4	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper5	Rig_FootHelper5	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper6	Rig_FootHelper6	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper7	Rig_FootHelper7	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper8	Rig_FootHelper8	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
rig_foothelper9	Rig_FootHelper9	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
tentacles	Tentacles	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
valvebiped.bip01_pelvis_adjust	ValveBiped.Bip01_Pelvis_adjust	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PRE_PHASE2_EXISTING	genuinely unsided or no reliable side marker found
crow_3.femur_r	Crow_3.Femur_R	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
helpthighbackr	HelpThighBackR	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg back ankle right	leg back ankle right	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
opt_as_l_upleg_b	OPT_AS_L_UpLeg_B	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_thigh011	Bip01_R_Thigh011	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_r_hip	bip_r_hip	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
buffyleg	buffyLeg	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
leg back ankle left	leg back ankle left	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg left stc	leg left StC	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg left thigh ctr4	leg left thigh ctr4	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
opt_as_r_knee	OPT_AS_R_Knee	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
sk_l_b_leg_1	SK_L_B_leg_1	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bipbrk lthightwist	BipBrk LThighTwist	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
def-thigh.r.004	DEF-thigh.R.004	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
flm-armb-leg-rbc	Flm-ArmB-Leg-RBC	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	verified mirrored Bone_Leg/Flm-Arm[AB]/CKLegBendForward family
leftlowerleg	LeftLowerLeg	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg right knee_ctr	leg right knee_ctr	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
backlegs	backlegs	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
l hip spo	L Hip Spo	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg left knee twist	leg left knee twist	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg right thigh ctr 3	leg right thigh ctr 3	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg right thigh ctrl 3	leg right thigh ctrl 3	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_thigh013	Bip01_R_Thigh013	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_bobby_l_calftwist	Bip_BOBBY_L_CalfTwist	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_leg.006	Bip_leg.006	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
bipflm rcalftwist1	BipFlm RCalfTwist1	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg left footb	leg left footb	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg_3.middle	leg_3.middle	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
helper.skin.r_quad	Helper.Skin.R_Quad	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg left ankle ctr	leg left ankle ctr	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg right thigh twist upper 2	leg right thigh twist upper 2	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
tarsalright	TarsalRight	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
lkakato01n	LKakato01N	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
footright	FootRight	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip thightwistbottom r	bip thightwistbottom r	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
def-foot.001.02.r	DEF-foot.001.02.R	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_thigh007	Bip01_R_Thigh007	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r_upper_leg_twist_a_helper	r_upper_leg_twist_a_helper	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bone_lefthipbuffer	bone_LeftHipbuffer	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip hipfront r	bip hipfront r	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
helpthighsider	HelpThighSideR	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
lowerleg_right	lowerleg_right	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
canine_lbacklegpalm	Canine_LBackLegPalm	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_thigh010	Bip01_L_Thigh010	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
lower_leg03	lower_leg03	groupFile/Legs	groupFile/Legs	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
bone_legrr3	Bone_LegRR3	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	verified mirrored Bone_Leg/Flm-Arm[AB]/CKLegBendForward family
leg right knee adjust b	leg right knee adjust b	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bipqwn lcalftwist	BipQwn LCalfTwist	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_thigh019	Bip01_L_Thigh019	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_knee_calf_helper	l_knee_calf_helper	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
thigh_twist_l_01	thigh_twist_l_01	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_hip_r_1	bip_hip_r_1	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
hip base right	Hip base right	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
thighright	ThighRight	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
lfootj	LFootJ	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r knee spo	R Knee Spo	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg left hip	leg left hip	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
leg right thigh ctrl 2	leg right thigh ctrl 2	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
shin.l.001	shin.L.001	groupFile/Legs	groupFile/Legs/LeftLeg	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_thigh009	Bip01_R_Thigh009	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
+right_footd	+right_footD	groupFile/Legs	groupFile/Legs/RightLeg	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
